genSrc,metro,city,cnt,capacity,areaCnt,areaCapacity,year
태양광,전남,완도군,9,1094.74,663,78166.74,2012
태양광,전남,장성군,23,4304.73,663,78166.74,2012
태양광,전남,장흥군,23,1662.93,663,78166.74,2012
태양광,전남,진도군,4,313.2,663,78166.74,2012
태양광,전남,함평군,27,2023.96,663,78166.74,2012
태양광,전남,해남군,62,7368.35,663,78166.74,2012
태양광,전남,화순군,13,665.74,663,78166.74,2012
태양광,전북,고창군,98,8828.77,1076,85545.16,2012
태양광,전북,군산시,23,2095.25,1076,85545.16,2012
태양광,전북,김제시,311,23042.17,1076,85545.16,2012
태양광,전북,남원시,112,6933.03,1076,85545.16,2012
태양광,전북,무주군,5,481.44,1076,85545.16,2012
태양광,전북,부안군,38,3250.0,1076,85545.16,2012
태양광,전북,순창군,33,2109.54,1076,85545.16,2012
태양광,전북,완주군,40,2767.81,1076,85545.16,2012
태양광,전북,익산시,103,10620.0,1076,85545.16,2012
태양광,전북,임실군,54,3773.75,1076,85545.16,2012
태양광,전북,장수군,6,1142.67,1076,85545.16,2012
태양광,전북,전주시,77,4196.28,1076,85545.16,2012
태양광,전북,정읍시,151,13523.27,1076,85545.16,2012
태양광,전북,진안군,25,2781.18,1076,85545.16,2012
태양광,제주,서귀포시,21,3668.75,41,4973.2,2012
태양광,제주,제주시,20,1304.45,41,4973.2,2012
태양광,충남,계룡시,3,54.47,222,22352.23,2012
태양광,충남,공주시,29,3036.78,222,22352.23,2012
태양광,충남,금산군,6,282.46,222,22352.23,2012
태양광,충남,논산시,31,1186.83,222,22352.23,2012
태양광,충남,당진시,10,591.93,222,22352.23,2012
태양광,충남,보령시,6,1191.74,222,22352.23,2012
태양광,충남,부여군,14,2404.81,222,22352.23,2012
태양광,충남,서산시,18,1319.33,222,22352.23,2012
태양광,충남,서천군,7,615.24,222,22352.23,2012
태양광,충남,아산시,21,2490.11,222,22352.23,2012
태양광,충남,연기군,12,534.03,222,22352.23,2012
태양광,충남,예산군,19,1229.01,222,22352.23,2012
태양광,충남,천안시,21,2472.78,222,22352.23,2012
태양광,충남,청양군,2,298.0,222,22352.23,2012
태양광,충남,태안군,18,4502.81,222,22352.23,2012
태양광,충남,홍성군,5,141.9,222,22352.23,2012
태양광,충북,괴산군,15,1603.69,229,15394.57,2012
태양광,충북,보은군,35,1353.72,229,15394.57,2012
태양광,충북,영동군,11,939.38,229,15394.57,2012
태양광,충북,옥천군,21,1143.23,229,15394.57,2012
태양광,충북,음성군,25,1457.44,229,15394.57,2012
태양광,충북,제천시,17,2181.53,229,15394.57,2012
태양광,충북,증평군,12,1156.63,229,15394.57,2012
태양광,충북,진천군,11,1085.21,229,15394.57,2012
태양광,충북,청주시,61,2269.49,229,15394.57,2012
태양광,충북,충주시,21,2204.25,229,15394.57,2012
풍력,전북,남원시,1,98.0,1,98.0,2012
풍력,제주,제주시,1,99.4,1,99.4,2012
바이오,경남,양산시,1,120.0,1,120.0,2012
바이오,전남,순천시,1,54.0,1,54.0,2012
바이오,전북,고창군,1,80.0,3,500.0,2012
바이오,전북,김제시,1,50.0,3,500.0,2012
바이오,전북,정읍시,1,370.0,3,500.0,2012
바이오,제주,제주시,1,99.0,1,99.0,2012
바이오,충남,청양군,1,60.0,1,60.0,2012
폐기물,강원,속초시,1,390.0,2,888.0,2012
폐기물,강원,태백시,1,498.0,2,888.0,2012
폐기물,경남,거창군,1,133.0,2,1058.0,2012
폐기물,경남,진주시,1,925.0,2,1058.0,2012
폐기물,충북,충주시,1,760.0,1,760.0,2012
소수력,강원,강릉시,2,870.0,2,870.0,2012
소수력,경기,구리시,1,45.0,1,45.0,2012
소수력,경북,봉화군,1,410.0,2,1310.0,2012
소수력,경북,예천군,1,900.0,2,1310.0,2012
연료전지,경북,포항시,1,300.0,1,300.0,2012
매립지가스(LFG),대전,대덕구,1,99.0,1,99.0,2012
소수력,부산,금정구,1,55.0,1,55.0,2012
해양에너지,전남,진도군,1,110.0,1,110.0,2012
소수력,충남,논산시,1,320.0,4,1470.0,2012
소수력,충남,보령시,1,490.0,4,1470.0,2012
소수력,충남,아산시,1,180.0,4,1470.0,2012
소수력,충남,예산군,1,480.0,4,1470.0,2012
태양광,강원,강릉시,15,3986.24,168,18966.14,2013
태양광,강원,고성군,17,4307.41,168,18966.14,2013
태양광,강원,동해시,3,211.0,168,18966.14,2013
태양광,강원,삼척시,11,388.57,168,18966.14,2013
태양광,강원,속초시,5,346.6,168,18966.14,2013
태양광,강원,양구군,24,2067.9,168,18966.14,2013
태양광,강원,양양군,2,48.69,168,18966.14,2013
태양광,강원,영월군,5,1238.0,168,18966.14,2013
태양광,강원,원주시,28,1712.21,168,18966.14,2013
태양광,강원,인제군,3,156.32,168,18966.14,2013
태양광,강원,철원군,10,335.0,168,18966.14,2013
태양광,강원,춘천시,15,545.34,168,18966.14,2013
태양광,강원,태백시,2,87.44,168,18966.14,2013
태양광,강원,평창군,8,527.03,168,18966.14,2013
태양광,강원,홍천군,4,220.0,168,18966.14,2013
태양광,강원,화천군,8,710.72,168,18966.14,2013
태양광,강원,횡성군,8,2077.67,168,18966.14,2013
태양광,경기,가평군,21,842.65,393,23008.41,2013
태양광,경기,고양시,16,700.97,393,23008.41,2013
태양광,경기,과천시,1,20.0,393,23008.41,2013
태양광,경기,광명시,1,20.0,393,23008.41,2013
태양광,경기,광주시,14,889.3,393,23008.41,2013
태양광,경기,군포시,2,992.8,393,23008.41,2013
태양광,경기,김포시,16,1188.9,393,23008.41,2013
태양광,경기,남양주시,12,499.6,393,23008.41,2013
태양광,경기,부천시,6,218.28,393,23008.41,2013
태양광,경기,성남시,9,327.52,393,23008.41,2013
태양광,경기,수원시,11,431.63,393,23008.41,2013
태양광,경기,시흥시,10,494.19,393,23008.41,2013
태양광,경기,안산시,18,968.84,393,23008.41,2013
태양광,경기,안성시,25,733.22,393,23008.41,2013
태양광,경기,안양시,1,30.0,393,23008.41,2013
태양광,경기,양주시,10,363.41,393,23008.41,2013
태양광,경기,양평군,11,848.52,393,23008.41,2013
태양광,경기,여주시,22,2833.94,393,23008.41,2013
태양광,경기,연천군,4,148.66,393,23008.41,2013
태양광,경기,오산시,1,98.28,393,23008.41,2013
태양광,경기,용인시,14,920.29,393,23008.41,2013
태양광,경기,의왕시,2,149.07,393,23008.41,2013
태양광,경기,의정부시,2,100.0,393,23008.41,2013
태양광,경기,이천시,20,743.57,393,23008.41,2013
태양광,경기,파주시,28,1956.92,393,23008.41,2013
태양광,경기,평택시,39,1604.94,393,23008.41,2013
태양광,경기,포천시,16,943.51,393,23008.41,2013
태양광,경기,하남시,7,1179.08,393,23008.41,2013
태양광,경기,화성시,54,2760.32,393,23008.41,2013
태양광,경남,거제시,8,211.63,317,49993.96,2013
태양광,경남,거창군,5,2564.2,317,49993.96,2013
태양광,경남,고성군,17,1338.0,317,49993.96,2013
태양광,경남,김해시,41,5679.98,317,49993.96,2013
태양광,경남,남해군,15,359.39,317,49993.96,2013
태양광,경남,밀양시,11,1594.84,317,49993.96,2013
태양광,경남,사천시,29,3484.8,317,49993.96,2013
태양광,경남,산청군,18,2039.03,317,49993.96,2013
태양광,경남,양산시,13,1900.36,317,49993.96,2013
태양광,경남,의령군,5,503.2,317,49993.96,2013
태양광,경남,진주시,38,9518.15,317,49993.96,2013
태양광,경남,창녕군,19,5020.0,317,49993.96,2013
태양광,경남,창원시,34,2960.55,317,49993.96,2013
태양광,경남,통영시,4,175.28,317,49993.96,2013
태양광,경남,하동군,33,5995.06,317,49993.96,2013
태양광,경남,함안군,10,3199.0,317,49993.96,2013
태양광,경남,함양군,2,230.0,317,49993.96,2013
태양광,경남,합천군,15,3220.49,317,49993.96,2013
태양광,경북,경산시,13,1018.89,450,73274.57,2013
태양광,경북,경주시,18,2337.49,450,73274.57,2013
태양광,경북,고령군,7,681.84,450,73274.57,2013
태양광,경북,구미시,24,3908.64,450,73274.57,2013
태양광,경북,군위군,8,1574.0,450,73274.57,2013
태양광,경북,김천시,13,1048.36,450,73274.57,2013
태양광,경북,문경시,8,3392.0,450,73274.57,2013
태양광,경북,봉화군,37,9038.76,450,73274.57,2013
태양광,경북,상주시,51,5567.2,450,73274.57,2013
태양광,경북,성주군,13,2071.3,450,73274.57,2013
태양광,경북,안동시,29,4056.07,450,73274.57,2013
태양광,경북,영덕군,17,5881.29,450,73274.57,2013
태양광,경북,영양군,25,4314.49,450,73274.57,2013
태양광,경북,영주시,67,5862.04,450,73274.57,2013
태양광,경북,영천시,26,3894.96,450,73274.57,2013
태양광,경북,예천군,26,3061.4,450,73274.57,2013
태양광,경북,의성군,24,7240.41,450,73274.57,2013
태양광,경북,청도군,2,128.65,450,73274.57,2013
태양광,경북,청송군,12,2638.03,450,73274.57,2013
태양광,경북,칠곡군,10,565.23,450,73274.57,2013
태양광,경북,포항시,20,4993.52,450,73274.57,2013
태양광,광주,광산구,39,5607.19,89,8448.86,2013
태양광,광주,남구,4,81.0,89,8448.86,2013
태양광,광주,동구,3,116.28,89,8448.86,2013
태양광,광주,북구,32,2218.77,89,8448.86,2013
태양광,광주,서구,11,425.62,89,8448.86,2013
태양광,대구,달서구,14,2004.63,44,3168.0,2013
태양광,대구,달성군,11,639.91,44,3168.0,2013
태양광,대구,동구,3,124.6,44,3168.0,2013
태양광,대구,북구,9,214.5,44,3168.0,2013
태양광,대구,수성구,7,184.36,44,3168.0,2013
태양광,대전,대덕구,8,81.48,26,821.17,2013
태양광,대전,동구,3,56.34,26,821.17,2013
태양광,대전,서구,4,70.62,26,821.17,2013
태양광,대전,유성구,6,506.09,26,821.17,2013
태양광,대전,중구,5,106.64,26,821.17,2013
태양광,부산,강서구,22,4061.69,71,8420.92,2013
태양광,부산,금정구,6,176.71,71,8420.92,2013
태양광,부산,기장군,6,1398.52,71,8420.92,2013
태양광,부산,남구,2,167.85,71,8420.92,2013
태양광,부산,동구,1,26.0,71,8420.92,2013
태양광,부산,동래구,5,419.62,71,8420.92,2013
태양광,부산,부산진구,3,240.5,71,8420.92,2013
태양광,부산,북구,2,197.53,71,8420.92,2013
태양광,부산,사상구,9,723.53,71,8420.92,2013
태양광,부산,사하구,7,520.89,71,8420.92,2013
태양광,부산,수영구,1,30.0,71,8420.92,2013
태양광,부산,연제구,2,112.85,71,8420.92,2013
태양광,부산,영도구,3,157.55,71,8420.92,2013
태양광,부산,중구,1,5.28,71,8420.92,2013
태양광,부산,해운대구,1,182.4,71,8420.92,2013
태양광,서울,강남구,6,825.08,88,4540.12,2013
태양광,서울,강동구,5,93.7,88,4540.12,2013
태양광,서울,강북구,5,127.59,88,4540.12,2013
태양광,서울,강서구,5,56.92,88,4540.12,2013
태양광,서울,관악구,1,20.0,88,4540.12,2013
태양광,서울,광진구,7,304.32,88,4540.12,2013
태양광,서울,구로구,2,128.28,88,4540.12,2013
태양광,서울,금천구,2,117.07,88,4540.12,2013
태양광,서울,노원구,5,269.71,88,4540.12,2013
태양광,서울,도봉구,4,229.12,88,4540.12,2013
태양광,서울,동대문구,2,24.0,88,4540.12,2013
태양광,서울,동작구,5,136.76,88,4540.12,2013
태양광,서울,마포구,8,445.54,88,4540.12,2013
태양광,서울,서대문구,2,31.2,88,4540.12,2013
태양광,서울,서초구,2,14.0,88,4540.12,2013
태양광,서울,성북구,7,237.64,88,4540.12,2013
태양광,서울,송파구,6,371.46,88,4540.12,2013
태양광,서울,양천구,2,28.38,88,4540.12,2013
태양광,서울,영등포구,3,856.35,88,4540.12,2013
태양광,서울,용산구,2,13.0,88,4540.12,2013
태양광,서울,은평구,6,207.0,88,4540.12,2013
태양광,서울,종로구,1,3.0,88,4540.12,2013
태양광,울산,남구,14,1119.65,31,2861.62,2013
태양광,울산,동구,2,45.0,31,2861.62,2013
태양광,울산,북구,3,1059.0,31,2861.62,2013
태양광,울산,울주군,11,587.97,31,2861.62,2013
태양광,울산,중구,1,50.0,31,2861.62,2013
태양광,인천,강화군,18,525.82,70,6299.26,2013
태양광,인천,남구,3,78.44,70,6299.26,2013
태양광,인천,남동구,4,270.43,70,6299.26,2013
태양광,인천,부평구,3,145.08,70,6299.26,2013
태양광,인천,서구,20,1052.58,70,6299.26,2013
태양광,인천,옹진군,4,72.0,70,6299.26,2013
태양광,인천,중구,18,4154.91,70,6299.26,2013
태양광,전남,강진군,21,1258.14,994,112507.57,2013
태양광,전남,고흥군,111,16761.68,994,112507.57,2013
태양광,전남,곡성군,8,962.83,994,112507.57,2013
태양광,전남,광양시,20,3069.23,994,112507.57,2013
태양광,전남,구례군,1,94.24,994,112507.57,2013
태양광,전남,나주시,64,7030.63,994,112507.57,2013
태양광,전남,담양군,45,2697.51,994,112507.57,2013
태양광,전남,목포시,5,302.0,994,112507.57,2013
태양광,전남,무안군,118,12482.37,994,112507.57,2013
태양광,전남,보성군,31,6095.87,994,112507.57,2013
태양광,전남,순천시,35,7349.54,994,112507.57,2013
태양광,전남,신안군,16,2212.15,994,112507.57,2013
태양광,전남,여수시,21,1069.53,994,112507.57,2013
태양광,전남,영광군,82,8311.12,994,112507.57,2013
태양광,전남,영암군,116,11656.16,994,112507.57,2013
태양광,전남,완도군,14,1449.1,994,112507.57,2013
태양광,전남,장성군,39,5840.3,994,112507.57,2013
태양광,전남,장흥군,25,1781.13,994,112507.57,2013
태양광,전남,진도군,10,774.47,994,112507.57,2013
태양광,전남,함평군,41,3459.16,994,112507.57,2013
태양광,전남,해남군,151,16257.81,994,112507.57,2013
태양광,전남,화순군,20,1592.6,994,112507.57,2013
태양광,전북,고창군,132,12957.09,1920,164358.61,2013
태양광,전북,군산시,77,6502.62,1920,164358.61,2013
태양광,전북,김제시,443,36717.26,1920,164358.61,2013
태양광,전북,남원시,183,13993.61,1920,164358.61,2013
태양광,전북,무주군,7,556.3,1920,164358.61,2013
태양광,전북,부안군,65,5903.72,1920,164358.61,2013
태양광,전북,순창군,38,2628.69,1920,164358.61,2013
태양광,전북,완주군,85,5456.06,1920,164358.61,2013
태양광,전북,익산시,198,23682.43,1920,164358.61,2013
태양광,전북,임실군,147,12128.06,1920,164358.61,2013
태양광,전북,장수군,16,2364.19,1920,164358.61,2013
태양광,전북,전주시,155,8763.24,1920,164358.61,2013
태양광,전북,정읍시,333,27976.91,1920,164358.61,2013
태양광,전북,진안군,41,4728.43,1920,164358.61,2013
태양광,제주,서귀포시,20,4570.19,42,5946.64,2013
태양광,제주,제주시,22,1376.45,42,5946.64,2013
태양광,충남,계룡시,3,54.47,338,30971.46,2013
태양광,충남,공주시,47,4428.42,338,30971.46,2013
태양광,충남,금산군,10,550.91,338,30971.46,2013
태양광,충남,논산시,53,2181.67,338,30971.46,2013
태양광,충남,당진시,15,696.17,338,30971.46,2013
태양광,충남,보령시,9,1254.22,338,30971.46,2013
태양광,충남,부여군,21,2847.53,338,30971.46,2013
태양광,충남,서산시,22,1497.35,338,30971.46,2013
태양광,충남,서천군,9,654.24,338,30971.46,2013
태양광,충남,아산시,38,4865.45,338,30971.46,2013
태양광,충남,연기군,16,1002.63,338,30971.46,2013
태양광,충남,예산군,27,1552.79,338,30971.46,2013
태양광,충남,천안시,29,3228.65,338,30971.46,2013
태양광,충남,청양군,3,338.0,338,30971.46,2013
태양광,충남,태안군,28,4845.81,338,30971.46,2013
태양광,충남,홍성군,8,973.15,338,30971.46,2013
태양광,충북,괴산군,23,2167.89,367,24265.06,2013
태양광,충북,보은군,41,1608.19,367,24265.06,2013
태양광,충북,영동군,16,2056.14,367,24265.06,2013
태양광,충북,옥천군,45,2091.82,367,24265.06,2013
태양광,충북,음성군,32,2303.55,367,24265.06,2013
태양광,충북,제천시,25,2549.43,367,24265.06,2013
태양광,충북,증평군,17,1770.45,367,24265.06,2013
태양광,충북,진천군,18,2267.91,367,24265.06,2013
태양광,충북,청주시,103,4388.32,367,24265.06,2013
태양광,충북,충주시,47,3061.36,367,24265.06,2013
풍력,전북,남원시,1,98.0,1,98.0,2013
풍력,제주,제주시,1,99.4,1,99.4,2013
바이오,경남,양산시,2,720.0,3,1170.0,2013
바이오,경남,진주시,1,450.0,3,1170.0,2013
바이오,전남,순천시,1,54.0,1,54.0,2013
바이오,전북,고창군,1,80.0,3,500.0,2013
바이오,전북,김제시,1,50.0,3,500.0,2013
바이오,전북,정읍시,1,370.0,3,500.0,2013
바이오,제주,제주시,1,99.0,1,99.0,2013
바이오,충남,청양군,1,60.0,1,60.0,2013
바이오,충북,청주시,1,750.0,1,750.0,2013
폐기물,강원,속초시,1,390.0,2,888.0,2013
폐기물,강원,태백시,1,498.0,2,888.0,2013
폐기물,경남,거창군,1,133.0,1,133.0,2013
폐기물,경북,성주군,1,170.0,1,170.0,2013
폐기물,충북,음성군,1,500.0,2,1260.0,2013
폐기물,충북,충주시,1,760.0,2,1260.0,2013
소수력,강원,강릉시,2,870.0,2,870.0,2013
소수력,경기,구리시,1,45.0,1,45.0,2013
소수력,경북,봉화군,1,410.0,3,1499.0,2013
소수력,경북,상주시,1,189.0,3,1499.0,2013
소수력,경북,예천군,1,900.0,3,1499.0,2013
연료전지,경북,포항시,1,300.0,1,300.0,2013
매립지가스(LFG),대전,대덕구,1,99.0,1,99.0,2013
소수력,부산,금정구,1,55.0,1,55.0,2013
해양에너지,전남,진도군,1,110.0,1,110.0,2013
소수력,제주,제주시,1,400.0,1,400.0,2013
소수력,충남,논산시,1,320.0,4,1470.0,2013
소수력,충남,보령시,1,490.0,4,1470.0,2013
소수력,충남,아산시,1,180.0,4,1470.0,2013
소수력,충남,예산군,1,480.0,4,1470.0,2013
태양광,강원,강릉시,41,6192.97,386,45312.15,2014
태양광,강원,고성군,40,8077.96,386,45312.15,2014
태양광,강원,동해시,14,1104.29,386,45312.15,2014
태양광,강원,삼척시,15,604.57,386,45312.15,2014
태양광,강원,속초시,18,1597.64,386,45312.15,2014
태양광,강원,양구군,50,4523.64,386,45312.15,2014
태양광,강원,양양군,10,974.85,386,45312.15,2014
태양광,강원,영월군,17,6646.0,386,45312.15,2014
태양광,강원,원주시,43,3457.71,386,45312.15,2014
태양광,강원,인제군,12,1109.32,386,45312.15,2014
태양광,강원,철원군,24,1792.6,386,45312.15,2014
태양광,강원,춘천시,43,2045.96,386,45312.15,2014
태양광,강원,태백시,7,883.19,386,45312.15,2014
태양광,강원,평창군,10,725.03,386,45312.15,2014
태양광,강원,홍천군,14,1218.11,386,45312.15,2014
태양광,강원,화천군,10,810.77,386,45312.15,2014
태양광,강원,횡성군,18,3547.54,386,45312.15,2014
태양광,경기,가평군,27,1049.3,768,48217.41,2014
태양광,경기,고양시,42,2796.29,768,48217.41,2014
태양광,경기,과천시,1,20.0,768,48217.41,2014
태양광,경기,광명시,2,68.75,768,48217.41,2014
태양광,경기,광주시,27,1514.3,768,48217.41,2014
태양광,경기,군포시,2,992.8,768,48217.41,2014
태양광,경기,김포시,34,1898.31,768,48217.41,2014
태양광,경기,남양주시,24,1431.06,768,48217.41,2014
태양광,경기,동두천시,5,224.0,768,48217.41,2014
태양광,경기,부천시,8,277.81,768,48217.41,2014
태양광,경기,성남시,9,327.52,768,48217.41,2014
태양광,경기,수원시,18,707.55,768,48217.41,2014
태양광,경기,시흥시,23,2594.61,768,48217.41,2014
태양광,경기,안산시,24,1245.13,768,48217.41,2014
태양광,경기,안성시,42,2702.15,768,48217.41,2014
태양광,경기,안양시,3,67.08,768,48217.41,2014
태양광,경기,양주시,28,1004.7,768,48217.41,2014
태양광,경기,양평군,24,2005.43,768,48217.41,2014
태양광,경기,여주시,34,4088.42,768,48217.41,2014
태양광,경기,연천군,12,527.34,768,48217.41,2014
태양광,경기,오산시,1,98.28,768,48217.41,2014
태양광,경기,용인시,29,1565.63,768,48217.41,2014
태양광,경기,의왕시,4,183.07,768,48217.41,2014
태양광,경기,의정부시,7,221.05,768,48217.41,2014
태양광,경기,이천시,41,3208.78,768,48217.41,2014
태양광,경기,파주시,62,4113.16,768,48217.41,2014
태양광,경기,평택시,97,4751.91,768,48217.41,2014
태양광,경기,포천시,35,2528.32,768,48217.41,2014
태양광,경기,하남시,11,1286.66,768,48217.41,2014
태양광,경기,화성시,92,4718.0,768,48217.41,2014
태양광,경남,거제시,13,433.04,679,95855.37,2014
태양광,경남,거창군,19,6261.2,679,95855.37,2014
태양광,경남,고성군,37,3267.0,679,95855.37,2014
태양광,경남,김해시,76,10921.31,679,95855.37,2014
태양광,경남,남해군,38,1358.71,679,95855.37,2014
태양광,경남,밀양시,25,2736.47,679,95855.37,2014
태양광,경남,사천시,111,10992.72,679,95855.37,2014
태양광,경남,산청군,49,6160.73,679,95855.37,2014
태양광,경남,양산시,29,3503.3,679,95855.37,2014
태양광,경남,의령군,18,3977.88,679,95855.37,2014
태양광,경남,진주시,57,12755.97,679,95855.37,2014
태양광,경남,창녕군,27,5557.0,679,95855.37,2014
태양광,경남,창원시,63,7710.66,679,95855.37,2014
태양광,경남,통영시,9,407.34,679,95855.37,2014
태양광,경남,하동군,49,6847.25,679,95855.37,2014
태양광,경남,함안군,32,7474.0,679,95855.37,2014
태양광,경남,함양군,5,356.6,679,95855.37,2014
태양광,경남,합천군,22,5134.19,679,95855.37,2014
태양광,경북,경산시,35,3904.31,892,124049.99,2014
태양광,경북,경주시,30,3239.41,892,124049.99,2014
태양광,경북,고령군,14,1032.81,892,124049.99,2014
태양광,경북,구미시,44,5067.09,892,124049.99,2014
태양광,경북,군위군,17,3292.0,892,124049.99,2014
태양광,경북,김천시,33,3552.03,892,124049.99,2014
태양광,경북,문경시,15,3978.0,892,124049.99,2014
태양광,경북,봉화군,49,10130.94,892,124049.99,2014
태양광,경북,상주시,155,16419.33,892,124049.99,2014
태양광,경북,성주군,25,3961.48,892,124049.99,2014
태양광,경북,안동시,54,6453.97,892,124049.99,2014
태양광,경북,영덕군,19,5976.29,892,124049.99,2014
태양광,경북,영양군,47,6328.29,892,124049.99,2014
태양광,경북,영주시,130,12592.3,892,124049.99,2014
태양광,경북,영천시,61,10684.55,892,124049.99,2014
태양광,경북,예천군,44,4688.19,892,124049.99,2014
태양광,경북,울진군,6,434.0,892,124049.99,2014
태양광,경북,의성군,36,10024.01,892,124049.99,2014
태양광,경북,청도군,16,1061.14,892,124049.99,2014
태양광,경북,청송군,21,3278.05,892,124049.99,2014
태양광,경북,칠곡군,16,1187.48,892,124049.99,2014
태양광,경북,포항시,25,6764.32,892,124049.99,2014
태양광,광주,광산구,117,18315.66,244,27765.53,2014
태양광,광주,남구,12,943.06,244,27765.53,2014
태양광,광주,동구,5,478.78,244,27765.53,2014
태양광,광주,북구,78,6214.28,244,27765.53,2014
태양광,광주,서구,32,1813.75,244,27765.53,2014
태양광,대구,남구,1,16.0,82,7886.1,2014
태양광,대구,달서구,27,4211.59,82,7886.1,2014
태양광,대구,달성군,25,2512.13,82,7886.1,2014
태양광,대구,동구,7,353.92,82,7886.1,2014
태양광,대구,북구,14,509.3,82,7886.1,2014
태양광,대구,수성구,8,283.16,82,7886.1,2014
태양광,대전,대덕구,11,313.78,57,2271.9,2014
태양광,대전,동구,10,282.85,57,2271.9,2014
태양광,대전,서구,11,275.62,57,2271.9,2014
태양광,대전,유성구,15,1141.23,57,2271.9,2014
태양광,대전,중구,10,258.42,57,2271.9,2014
태양광,부산,강서구,42,8567.32,113,14223.66,2014
태양광,부산,금정구,9,354.46,113,14223.66,2014
태양광,부산,기장군,9,1525.02,113,14223.66,2014
태양광,부산,남구,3,266.85,113,14223.66,2014
태양광,부산,동구,2,46.0,113,14223.66,2014
태양광,부산,동래구,7,458.48,113,14223.66,2014
태양광,부산,부산진구,4,339.5,113,14223.66,2014
태양광,부산,북구,4,254.29,113,14223.66,2014
태양광,부산,사상구,10,743.53,113,14223.66,2014
태양광,부산,사하구,12,1143.13,113,14223.66,2014
태양광,부산,수영구,1,30.0,113,14223.66,2014
태양광,부산,연제구,2,112.85,113,14223.66,2014
태양광,부산,영도구,3,157.55,113,14223.66,2014
태양광,부산,중구,1,5.28,113,14223.66,2014
태양광,부산,해운대구,4,219.4,113,14223.66,2014
태양광,서울,강남구,7,877.96,161,9326.61,2014
태양광,서울,강동구,11,588.45,161,9326.61,2014
태양광,서울,강북구,8,226.66,161,9326.61,2014
태양광,서울,강서구,8,199.12,161,9326.61,2014
태양광,서울,관악구,3,67.4,161,9326.61,2014
태양광,서울,광진구,12,629.81,161,9326.61,2014
태양광,서울,구로구,6,358.78,161,9326.61,2014
태양광,서울,금천구,6,299.87,161,9326.61,2014
태양광,서울,노원구,9,392.11,161,9326.61,2014
태양광,서울,도봉구,6,268.42,161,9326.61,2014
태양광,서울,동대문구,5,132.0,161,9326.61,2014
태양광,서울,동작구,6,166.76,161,9326.61,2014
태양광,서울,마포구,8,445.54,161,9326.61,2014
태양광,서울,서대문구,6,230.3,161,9326.61,2014
태양광,서울,서초구,7,230.0,161,9326.61,2014
태양광,서울,성동구,2,1091.88,161,9326.61,2014
태양광,서울,성북구,12,318.19,161,9326.61,2014
태양광,서울,송파구,10,462.71,161,9326.61,2014
태양광,서울,양천구,3,48.13,161,9326.61,2014
태양광,서울,영등포구,8,1083.72,161,9326.61,2014
태양광,서울,용산구,3,28.0,161,9326.61,2014
태양광,서울,은평구,10,333.5,161,9326.61,2014
태양광,서울,종로구,1,3.0,161,9326.61,2014
태양광,서울,중구,1,792.3,161,9326.61,2014
태양광,서울,중랑구,3,52.0,161,9326.61,2014
태양광,세종,,15,1844.0,15,1844.0,2014
태양광,울산,남구,16,1255.65,47,4561.2,2014
태양광,울산,동구,3,55.0,47,4561.2,2014
태양광,울산,북구,6,1266.0,47,4561.2,2014
태양광,울산,울주군,18,1687.17,47,4561.2,2014
태양광,울산,중구,4,297.38,47,4561.2,2014
태양광,인천,강화군,30,1151.78,92,8216.36,2014
태양광,인천,계양구,1,75.0,92,8216.36,2014
태양광,인천,남구,6,291.26,92,8216.36,2014
태양광,인천,남동구,6,347.93,92,8216.36,2014
태양광,인천,부평구,3,145.08,92,8216.36,2014
태양광,인천,서구,22,1386.4,92,8216.36,2014
태양광,인천,옹진군,5,171.0,92,8216.36,2014
태양광,인천,중구,19,4647.91,92,8216.36,2014
태양광,전남,강진군,82,8053.4,2128,238699.43,2014
태양광,전남,고흥군,253,29390.94,2128,238699.43,2014
태양광,전남,곡성군,55,6302.7,2128,238699.43,2014
태양광,전남,광양시,31,3633.53,2128,238699.43,2014
태양광,전남,구례군,8,637.24,2128,238699.43,2014
태양광,전남,나주시,123,15041.61,2128,238699.43,2014
태양광,전남,담양군,147,15054.95,2128,238699.43,2014
태양광,전남,목포시,40,4669.58,2128,238699.43,2014
태양광,전남,무안군,144,13893.93,2128,238699.43,2014
태양광,전남,보성군,72,11441.94,2128,238699.43,2014
태양광,전남,순천시,58,10681.61,2128,238699.43,2014
태양광,전남,신안군,22,2667.35,2128,238699.43,2014
태양광,전남,여수시,40,2962.53,2128,238699.43,2014
태양광,전남,영광군,119,11802.23,2128,238699.43,2014
태양광,전남,영암군,155,17014.97,2128,238699.43,2014
태양광,전남,완도군,136,12673.17,2128,238699.43,2014
태양광,전남,장성군,87,13568.11,2128,238699.43,2014
태양광,전남,장흥군,35,3430.62,2128,238699.43,2014
태양광,전남,진도군,23,1764.8,2128,238699.43,2014
태양광,전남,함평군,118,13444.13,2128,238699.43,2014
태양광,전남,해남군,298,32773.46,2128,238699.43,2014
태양광,전남,화순군,82,7796.63,2128,238699.43,2014
태양광,전북,고창군,262,23072.33,3874,346908.19,2014
태양광,전북,군산시,232,20154.39,3874,346908.19,2014
태양광,전북,김제시,555,44991.02,3874,346908.19,2014
태양광,전북,남원시,324,30224.12,3874,346908.19,2014
태양광,전북,무주군,12,1720.8,3874,346908.19,2014
태양광,전북,부안군,140,13142.39,3874,346908.19,2014
태양광,전북,순창군,91,8979.69,3874,346908.19,2014
